sort_id,kizuna_id,card_id_1,name_1,card_id_2,name_2,condition_1,condition_2,kizuna_title,scenario_id,scenario_sub_id,text,text_data
129,111,86,若草 友樹,213,春風 琥珀,,,叶わぬ願い,53,1,"琥珀「あなたの願いは」
友樹「え？」
琥珀「あなたは、石に何を願ったの。それは叶えられたの？」
友樹「うーん、親のこと、かな…。残念ながら願いはまだ叶ってない。」
琥珀「そうなのね…。あのね、私も…お父さんがいないの」
友樹「僕は、いちおう両親揃ってるんだけどさ」
琥珀「え…。」
友樹「居ないほうがいい親ってのもいるんだぜ」
琥珀「アンバー、この人は何を言っているの…」
友樹「おい、なんだよ、アンバーって…おい、泣くなよ…まいったな…」",琥珀「あなたの願いは」\n友樹「え？」\n琥珀「あなたは、石に何を願ったの。それは叶えられたの？」\n友樹「うーん、親のこと、かな…。残念ながら願いはまだ叶ってない。」\n琥珀「そうなのね…。あのね、私も…お父さんがいないの」\n友樹「僕は、いちおう両親揃ってるんだけどさ」\n琥珀「え…。」\n友樹「居ないほうがいい親ってのもいるんだぜ」\n琥珀「アンバー、この人は何を言っているの…」\n友樹「おい、なんだよ、アンバーって…おい、泣くなよ…まいったな…」
130,112,190,若草 友樹+,221,春風 琥珀+,111,,叶わぬ願い,53,2,"琥珀「アンバー、今日もがんばろうね。」
友樹「何やってんだよ」
琥珀「アンバー、良く分からない子が来てしまったわ。行きましょ。」
友樹「なんだよ、良く分からない子って…このあいだのこと、まだ根に持ってんのかよ」
友樹「お前、自分のことばっかだな？僕にだってな、僕にだって…悲しいことくらい、あるんだぞ？」
琥珀「…悲しいこと……」
友樹「まあ、前より元気になったみたいで…よかったよ。ごめんな。もう話しかけないから…」
琥珀「走っていっちゃった…。」
琥珀「…」
琥珀「…ごめんね」",琥珀「アンバー、今日もがんばろうね。」\n友樹「何やってんだよ」\n琥珀「アンバー、良く分からない子が来てしまったわ。行きましょ。」\n友樹「なんだよ、良く分からない子って…このあいだのこと、まだ根に持ってんのかよ」\n友樹「お前、自分のことばっかだな？僕にだってな、僕にだって…悲しいことくらい、あるんだぞ？」\n琥珀「…悲しいこと……」\n友樹「まあ、前より元気になったみたいで…よかったよ。ごめんな。もう話しかけないから…」\n琥珀「走っていっちゃった…。」\n琥珀「…」\n琥珀「…ごめんね」
131,113,241,御伽 美夜子,76,百知 瑠璃,,,夜の拠り所,54,1,"瑠璃「うわーい美夜子さんだ！またお会いできて光栄です！ぎゃー美しい！（パシャリ）」
美夜子「瑠璃ちゃんも相変わらずね」
瑠璃「ああ私ったら挨拶もそこそこに勝手にシャッターを！（パシャシャシャ）！あああ何枚撮っても飽きない…！」
美夜子「瑠璃ちゃんの写真も、相変わらず？」
瑠璃「そーなんですよ。相変わらず幽霊的な何かが映りまくりですよ。ほらまた…」
瑠璃「ああ！？見てください！こいつなんかピースサインしてる！お調子乗ってますよー！？」
美夜子「あはははは！瑠璃ちゃんの手にかかると、私に憑いたものまで愉快に写るのね！」
瑠璃「ううーん面目ない限りです」
美夜子「良いのよ、こんなに笑ったの久しぶりだわ…ごめんね。折角の写真笑っちゃって」
瑠璃「（パシャリ）えへへ、美夜子さんのレア笑顔GETです！良いですよ！笑ってくれるほうが！」
瑠璃「このお調子幽霊もきっとそれを狙ってのことですね。なかなかの策師です！」
美夜子「…だと良いんだけれどね…」
瑠璃「………むう。美夜子さんのお家は、またあのウンチキ儀式をやってるのですか？」
美夜子「……そうね、ずっと続いてるわ」
瑠璃「……むむむ、そうだ！美夜子さん！ずっとずっとここにいたらいいですよ！あんな家帰る事ないです！」
瑠璃「ここには、他にも友達がいるんですよ！超美少女で、色んな意味で超強い子です！美夜子さんとも絶対仲良くなれます！あっちがほっとくわけないです」
瑠璃「そんでそんで、私も美夜子さんを守ります！絶対！」
美夜子「ありがとう瑠璃ちゃん…。でも大丈夫。これはね、私が、私の力で決着をつける事なのよ…」
瑠璃「……（美夜子さんの一番綺麗で、一番哀しい顔。撮りたいけど撮りたくない顔。私、どうしたら良いんですかね…）」",瑠璃「うわーい美夜子さんだ！またお会いできて光栄です！ぎゃー美しい！（パシャリ）」\n美夜子「瑠璃ちゃんも相変わらずね」\n瑠璃「ああ私ったら挨拶もそこそこに勝手にシャッターを！（パシャシャシャ）！あああ何枚撮っても飽きない…！」\n美夜子「瑠璃ちゃんの写真も、相変わらず？」\n瑠璃「そーなんですよ。相変わらず幽霊的な何かが映りまくりですよ。ほらまた…」\n瑠璃「ああ！？見てください！こいつなんかピースサインしてる！お調子乗ってますよー！？」\n美夜子「あはははは！瑠璃ちゃんの手にかかると、私に憑いたものまで愉快に写るのね！」\n瑠璃「ううーん面目ない限りです」\n美夜子「良いのよ、こんなに笑ったの久しぶりだわ…ごめんね。折角の写真笑っちゃって」\n瑠璃「（パシャリ）えへへ、美夜子さんのレア笑顔GETです！良いですよ！笑ってくれるほうが！」\n瑠璃「このお調子幽霊もきっとそれを狙ってのことですね。なかなかの策師です！」\n美夜子「…だと良いんだけれどね…」\n瑠璃「………むう。美夜子さんのお家は、またあのウンチキ儀式をやってるのですか？」\n美夜子「……そうね、ずっと続いてるわ」\n瑠璃「……むむむ、そうだ！美夜子さん！ずっとずっとここにいたらいいですよ！あんな家帰る事ないです！」\n瑠璃「ここには、他にも友達がいるんですよ！超美少女で、色んな意味で超強い子です！美夜子さんとも絶対仲良くなれます！あっちがほっとくわけないです」\n瑠璃「そんでそんで、私も美夜子さんを守ります！絶対！」\n美夜子「ありがとう瑠璃ちゃん…。でも大丈夫。これはね、私が、私の力で決着をつける事なのよ…」\n瑠璃「……（美夜子さんの一番綺麗で、一番哀しい顔。撮りたいけど撮りたくない顔。私、どうしたら良いんですかね…）」
132,116,28,石神 珠子,72,神楽 蒼子,,,時の迷い子,55,1,"珠子「おや、まあ！あんたは蒼子ちゃん！蒼子ちゃんかい？」
蒼子「貴女は…石神珠子さん。お久しぶりですね」
珠子「相変わらず可愛らしい姿じゃな…それに引き換え…わしはすっかりシワクチャの婆さんになってしもうたよ」
蒼子「珠子さん…何を恥じる事がありましょうか？歳を取り、家族を得て、生命の終わりへと向かう貴女は美しい」
蒼子「時の摂理に背き、恥ずべき姿を晒している私こそ醜いと形容するに相応しい！」
珠子「醜いとは言っとらんよ蒼子ちゃん！まあそれにしても、思いつめとるねえ相変わらず」
蒼子「これは失礼。…私は変われないんですよ。貴女と会った時より、その前からずっとね…」
珠子「だから戻ってきたのかい？それでまた星宝に願いをかけるのかい？」
蒼子「…ええ、何度でも諦めませんよ。永遠の命など願った、愚かな自分を殺すために、私は戻ってきたのです」
珠子「やれやれ、死にゆく人間にはわからぬ感覚じゃな」",珠子「おや、まあ！あんたは蒼子ちゃん！蒼子ちゃんかい？」\n蒼子「貴女は…石神珠子さん。お久しぶりですね」\n珠子「相変わらず可愛らしい姿じゃな…それに引き換え…わしはすっかりシワクチャの婆さんになってしもうたよ」\n蒼子「珠子さん…何を恥じる事がありましょうか？歳を取り、家族を得て、生命の終わりへと向かう貴女は美しい」\n蒼子「時の摂理に背き、恥ずべき姿を晒している私こそ醜いと形容するに相応しい！」\n珠子「醜いとは言っとらんよ蒼子ちゃん！まあそれにしても、思いつめとるねえ相変わらず」\n蒼子「これは失礼。…私は変われないんですよ。貴女と会った時より、その前からずっとね…」\n珠子「だから戻ってきたのかい？それでまた星宝に願いをかけるのかい？」\n蒼子「…ええ、何度でも諦めませんよ。永遠の命など願った、愚かな自分を殺すために、私は戻ってきたのです」\n珠子「やれやれ、死にゆく人間にはわからぬ感覚じゃな」
133,117,132,石神 珠子+,72,神楽 蒼子,116,,時の迷い子,55,2,"珠子「やっほー蒼子ちゃん！」
蒼子「……！！！？？た、珠子さん？」
珠子「ほっほっほ…懐かしいじゃろ？石神小町と呼ばれていた頃の姿に戻ってみたんじゃ？どうじゃろ？愛らしかろ？」
珠子「これなら、蒼子ちゃんと二人で歩いて、『でぇと』気分を楽しむことも出来るの！」
蒼子「珠子さん…」
珠子「ほえ？」
蒼子「あなたは！前の姿のほうが！何倍も！何十倍も美しかった！！」
珠子「…」
蒼子「時の理を捻じ曲げ…あなたは私の二の舞になるつもりなのですか！？」
珠子「まあまあ、落ち着きなさいな」
蒼子「しかしですね…！」
珠子「こんなもんは一時的なものじゃよ。永遠の命なんぞ、おっかなくて考えとりゃせんわ」
蒼子「……そうですか。…これは失礼しました。私とした事が取り乱して…」
珠子「分かってくれればそれでよしじゃ。そういうわけで蒼子ちゃん、行くぞ！」
蒼子「え？どこにですか？」
珠子「でぇとじゃよでぇと！」
蒼子「いや、ちょっと…私はそういうのは…！」
珠子「あんたも死ぬ前に楽しみなさいなー！」",珠子「やっほー蒼子ちゃん！」\n蒼子「……！！！？？た、珠子さん？」\n珠子「ほっほっほ…懐かしいじゃろ？石神小町と呼ばれていた頃の姿に戻ってみたんじゃ？どうじゃろ？愛らしかろ？」\n珠子「これなら、蒼子ちゃんと二人で歩いて、『でぇと』気分を楽しむことも出来るの！」\n蒼子「珠子さん…」\n珠子「ほえ？」\n蒼子「あなたは！前の姿のほうが！何倍も！何十倍も美しかった！！」\n珠子「…」\n蒼子「時の理を捻じ曲げ…あなたは私の二の舞になるつもりなのですか！？」\n珠子「まあまあ、落ち着きなさいな」\n蒼子「しかしですね…！」\n珠子「こんなもんは一時的なものじゃよ。永遠の命なんぞ、おっかなくて考えとりゃせんわ」\n蒼子「……そうですか。…これは失礼しました。私とした事が取り乱して…」\n珠子「分かってくれればそれでよしじゃ。そういうわけで蒼子ちゃん、行くぞ！」\n蒼子「え？どこにですか？」\n珠子「でぇとじゃよでぇと！」\n蒼子「いや、ちょっと…私はそういうのは…！」\n珠子「あんたも死ぬ前に楽しみなさいなー！」
134,118,132,石神 珠子+,176,神楽 蒼子+,117,,時の迷い子,55,3,"蒼子「珠子さん、あなたは、このような私の…人外のバケモノの姿を目の当たりにしても、若さが欲しいと願うのですか？」
珠子「何ぶーたれて角なんか生やしとるんじゃ？蒼子ちゃん」
蒼子「ぶーって…もう良いですよ…。そういえば、貴女はそういう人でしたよ。私をからかってばかりで…」
珠子「そういやそうだったねぇ。爺さんと一緒に蒼子ちゃんをからかうのが、日課じゃったなあ」
蒼子「…そう言えば、彼は？」
珠子「一昨年逝ったよ。大往生じゃったわ」
蒼子「そうですか…」
珠子「…何も悲しむ事はない。家族に見守られて、そりゃあ良い最期だったよ。あんたが望む事じゃないのかい？」
蒼子「ええ、望ましい事ですよ。ただ私が取り残されるだけのことです」
珠子「蒼子ちゃん…」
蒼子「勘違いしないでくださいね。私は私と一緒に永遠の生を彷徨ってくれる存在など求めてはいません」
蒼子「珠子さん。あなたはちゃんと、死んで下さいね」
珠子「わかるけども、他に言い方ないんかね？」",蒼子「珠子さん、あなたは、このような私の…人外のバケモノの姿を目の当たりにしても、若さが欲しいと願うのですか？」\n珠子「何ぶーたれて角なんか生やしとるんじゃ？蒼子ちゃん」\n蒼子「ぶーって…もう良いですよ…。そういえば、貴女はそういう人でしたよ。私をからかってばかりで…」\n珠子「そういやそうだったねぇ。爺さんと一緒に蒼子ちゃんをからかうのが、日課じゃったなあ」\n蒼子「…そう言えば、彼は？」\n珠子「一昨年逝ったよ。大往生じゃったわ」\n蒼子「そうですか…」\n珠子「…何も悲しむ事はない。家族に見守られて、そりゃあ良い最期だったよ。あんたが望む事じゃないのかい？」\n蒼子「ええ、望ましい事ですよ。ただ私が取り残されるだけのことです」\n珠子「蒼子ちゃん…」\n蒼子「勘違いしないでくださいね。私は私と一緒に永遠の生を彷徨ってくれる存在など求めてはいません」\n蒼子「珠子さん。あなたはちゃんと、死んで下さいね」\n珠子「わかるけども、他に言い方ないんかね？」
135,121,89,大河 愛,183,弦間 弥虎+,,,虎穴に入らんば！,56,1,"愛「ねえねえ！マッチョのおじさん！おじさんとボクの石、おそろいだねっ！」
弥虎「…（なんだ？このガキは…）」
愛「えへへ、ボクね、おじさんのこと知ってるよ。他界母駅の暗闇通りでよく喧嘩してたよね？」
弥虎「おめえなあ、ありゃ、ガキの見るもんじゃねえぞ。そもそもあんな場所にいたなんて…とんでもねぇガキだな」
愛「子供扱いしないでねっ。あそこはボクの庭だよ？見たくなくても見えちゃうよぉ」
愛「悪いもの見せちゃったと思うのなら、ボクに喧嘩教えてよ！」
弥虎「なんだとぉ？……あいにく、ガキの相手は苦手でな。あばよ」
愛「あ〜あ、やっぱりね。いいよ、勝手に盗むから。そのほうが性にあってるもんねっ」
弥虎「オイ！ついてくんじゃねぇ！」
愛「撒けるものなら撒いてみな〜。えへへっ」",愛「ねえねえ！マッチョのおじさん！おじさんとボクの石、おそろいだねっ！」\n弥虎「…（なんだ？このガキは…）」\n愛「えへへ、ボクね、おじさんのこと知ってるよ。他界母駅の暗闇通りでよく喧嘩してたよね？」\n弥虎「おめえなあ、ありゃ、ガキの見るもんじゃねえぞ。そもそもあんな場所にいたなんて…とんでもねぇガキだな」\n愛「子供扱いしないでねっ。あそこはボクの庭だよ？見たくなくても見えちゃうよぉ」\n愛「悪いもの見せちゃったと思うのなら、ボクに喧嘩教えてよ！」\n弥虎「なんだとぉ？……あいにく、ガキの相手は苦手でな。あばよ」\n愛「あ〜あ、やっぱりね。いいよ、勝手に盗むから。そのほうが性にあってるもんねっ」\n弥虎「オイ！ついてくんじゃねぇ！」\n愛「撒けるものなら撒いてみな〜。えへへっ」
136,122,193,大河 愛+,183,弦間 弥虎+,121,,虎穴に入らんば！,56,2,"愛「マッチョのおじさん見て見てなのにゃっ！これ、おじさんの技なのにゃ！」
弥虎「前と随分感じが変わったな。それはさておき、おめぇ…何勝手に盗んどるんじゃああ！！」
愛「事前に言っておいたのにゃ〜？盗むって」
弥虎「ちっ…喧嘩のイロハも分かってねえガキはこれだから困る。」
弥虎「おめぇの持ち味は手数と身のこなしだろが！そんな軽い拳で俺の技出しても、効きゃあしねえよ」
愛「ははぁ〜なるほどなのにゃ。たしかにそうにゃ」
弥虎「ところで、おめぇ…なんで喧嘩なんて覚えたがる？」
愛「孤児のおニャの子が身一つで生きようとしたら、色々あるのにゃ。」
愛「特にボクなんか美少女だからにゃ〜？需要ありまくりんぐなのにゃ〜。おじさんなら沢山実例も知ってそうだけどにゃ？」
弥虎「…ッチ、笑えねえな。いいか、体の捌き方ってのはな、こうだ！分かるか？やってみろ」
愛「！！マッチョのおじさん、教えてくれるのにゃ！？」
弥虎「ワシの名前はな、弦間弥虎だ。覚えとけ」",愛「マッチョのおじさん見て見てなのにゃっ！これ、おじさんの技なのにゃ！」\n弥虎「前と随分感じが変わったな。それはさておき、おめぇ…何勝手に盗んどるんじゃああ！！」\n愛「事前に言っておいたのにゃ〜？盗むって」\n弥虎「ちっ…喧嘩のイロハも分かってねえガキはこれだから困る。」\n弥虎「おめぇの持ち味は手数と身のこなしだろが！そんな軽い拳で俺の技出しても、効きゃあしねえよ」\n愛「ははぁ〜なるほどなのにゃ。たしかにそうにゃ」\n弥虎「ところで、おめぇ…なんで喧嘩なんて覚えたがる？」\n愛「孤児のおニャの子が身一つで生きようとしたら、色々あるのにゃ。」\n愛「特にボクなんか美少女だからにゃ〜？需要ありまくりんぐなのにゃ〜。おじさんなら沢山実例も知ってそうだけどにゃ？」\n弥虎「…ッチ、笑えねえな。いいか、体の捌き方ってのはな、こうだ！分かるか？やってみろ」\n愛「！！マッチョのおじさん、教えてくれるのにゃ！？」\n弥虎「ワシの名前はな、弦間弥虎だ。覚えとけ」
137,125,61,真取 凛,77,神崎 メメ(瞳)(瞳),,,猫と女,58,1,"凛「ああ、人間なんて…」
メメ(瞳)「にゃー（煮干くれにゃ）」
凛「あら、可愛い子。どうしたの？こんなところで。」
メメ(瞳)「…」
凛「どうしたの？…あら…あなた…」
メメ(瞳)「フー（…普通の人間じゃにゃい…お前何者にゃ）」
凛「あなた普通の猫じゃないわね。一体何者なの？」
メメ(瞳)「にゃ〜〜〜〜ん…（お互い同じこと思ってちゃ世話ないにゃ。面倒は嫌ニャ。とりあえず逃げるにゃ）」
凛「私に懐かない動物なんて、初めてだわ…。ライオンだってお腹を見せてくれるのに。あの子…一体何者なのかしら？」",凛「ああ、人間なんて…」\nメメ(瞳)「にゃー（煮干くれにゃ）」\n凛「あら、可愛い子。どうしたの？こんなところで。」\nメメ(瞳)「…」\n凛「どうしたの？…あら…あなた…」\nメメ(瞳)「フー（…普通の人間じゃにゃい…お前何者にゃ）」\n凛「あなた普通の猫じゃないわね。一体何者なの？」\nメメ(瞳)「にゃ〜〜〜〜ん…（お互い同じこと思ってちゃ世話ないにゃ。面倒は嫌ニャ。とりあえず逃げるにゃ）」\n凛「私に懐かない動物なんて、初めてだわ…。ライオンだってお腹を見せてくれるのに。あの子…一体何者なのかしら？」
138,149,181,神崎 メメ(瞳)(瞳)+,165,真取 凛+,125,,猫と女,58,2,"凛「ビクッ」
メメ(瞳)「ギクッ」
凛「ああ、あなたは…あの時の猫ちゃんなのね。やっぱり普通の猫ちゃんじゃなかったんだ…」
メメ(瞳)「そうなのにゃー。そしてやっぱりオミャーも普通の人間ではなかったのにゃ」
凛「この世界では、普通の人のほうが少ないと思うけど…」
メメ(瞳)「それでもサイキッカーは普通じゃないのにゃ。最初会ったときは、頭の中を覗かれる感じがして、ちょっと恐かったにゃ」
凛「ごめんなさいね、恐がらせてしまって…。そうだ、煮干あるわよ。次に会ったときにあげようと思って、持ってたの」
メメ(瞳)「出来れば変身前に欲しかったにゃ…今はどっちかといえばハンバーグステーキ目玉乗せのほうが好きにゃ」
凛「…そうみたいね、ごめんね…。人猫さんと接するのは初めてで…。」
メメ(瞳)「オミャーは普通の動物にとっては、相互理解がしやすく、やりやすい相手だと思うニャ。」
メメ(瞳)「でも、人間なみに知能が高い人猫にゃどが相手だと、お互いに警戒しあってしまう…皮肉な話だにゃ」
凛「そうね…。でも、少しずつ仲良くなっていければいいわね」",凛「ビクッ」\nメメ(瞳)「ギクッ」\n凛「ああ、あなたは…あの時の猫ちゃんなのね。やっぱり普通の猫ちゃんじゃなかったんだ…」\nメメ(瞳)「そうなのにゃー。そしてやっぱりオミャーも普通の人間ではなかったのにゃ」\n凛「この世界では、普通の人のほうが少ないと思うけど…」\nメメ(瞳)「それでもサイキッカーは普通じゃないのにゃ。最初会ったときは、頭の中を覗かれる感じがして、ちょっと恐かったにゃ」\n凛「ごめんなさいね、恐がらせてしまって…。そうだ、煮干あるわよ。次に会ったときにあげようと思って、持ってたの」\nメメ(瞳)「出来れば変身前に欲しかったにゃ…今はどっちかといえばハンバーグステーキ目玉乗せのほうが好きにゃ」\n凛「…そうみたいね、ごめんね…。人猫さんと接するのは初めてで…。」\nメメ(瞳)「オミャーは普通の動物にとっては、相互理解がしやすく、やりやすい相手だと思うニャ。」\nメメ(瞳)「でも、人間なみに知能が高い人猫にゃどが相手だと、お互いに警戒しあってしまう…皮肉な話だにゃ」\n凛「そうね…。でも、少しずつ仲良くなっていければいいわね」
139,126,61,真取 凛,45,山吹 日明,,,ハートヴォイス,59,1,"凛「は〜…。」
日明「へイ・ユー！憂いを帯びた表情がグッとくるねッ！」
凛「ギクッ。なんなの？貴方…」
日明「なんなの？と聞かれたら！答えてあげよう明日のため！俺の名前は、ＡＫＩＲＡだゼ？」
凛「（…薄っぺらい男…）」
日明「ユーはちょびっと人の心が読めるんだっけ？じゃあ、今俺のハートが超ビーティングしてるのも分かるよね？」
日明「いつも動物ばかりとつるんでると、寂しくなるときもあるっしょ？そんなときには是非俺っちの店へウェルカム！」
日明「ね〜一緒に盛り上がろうよぉ〜？特別にドンペリ開けてあげてもいいんだＺＥ？ねーねーねー…ぐふっ」
凛「ああ、ようやく静かになった…。生まれて初めて人を殴ってしまったわ…」",凛「は〜…。」\n日明「へイ・ユー！憂いを帯びた表情がグッとくるねッ！」\n凛「ギクッ。なんなの？貴方…」\n日明「なんなの？と聞かれたら！答えてあげよう明日のため！俺の名前は、ＡＫＩＲＡだゼ？」\n凛「（…薄っぺらい男…）」\n日明「ユーはちょびっと人の心が読めるんだっけ？じゃあ、今俺のハートが超ビーティングしてるのも分かるよね？」\n日明「いつも動物ばかりとつるんでると、寂しくなるときもあるっしょ？そんなときには是非俺っちの店へウェルカム！」\n日明「ね〜一緒に盛り上がろうよぉ〜？特別にドンペリ開けてあげてもいいんだＺＥ？ねーねーねー…ぐふっ」\n凛「ああ、ようやく静かになった…。生まれて初めて人を殴ってしまったわ…」
140,127,61,真取 凛,46,カルロス 翔,126,,ハートヴォイス,59,2,"カルロス「寂しそうなレィディよ！一体どうしたんだ！？笑えよ！人生は開けてるぜ？」
凛「私のことは放っておいて…」
カルロス「喜びもあれば悲しみもあるさ、それが人生よ！だがどちらも俺はダンスに変えてやる。そうやって自分を解き放つッ」
凛「（なんてこと！彼の心は、彼が踊るダンスそのもの…。本当に、快楽と解放のことしか考えていないのね）」
凛「（それに引き換え、私は…人の心を覗き見て、汚い汚いと思いつつ、また覗いてしまう…。）」
凛「（なんという醜悪な行為…一番醜い心を持っているのは、もしかして…私、なのでは…？）」
カルロス「はははは！もっとリズムを！もっと…！オレ！オーレ！」
凛「（ダンスは魂の解放…。まさに彼はそれを体現している。私もあんな風に踊れたらいいのに…）」",カルロス「寂しそうなレィディよ！一体どうしたんだ！？笑えよ！人生は開けてるぜ？」\n凛「私のことは放っておいて…」\nカルロス「喜びもあれば悲しみもあるさ、それが人生よ！だがどちらも俺はダンスに変えてやる。そうやって自分を解き放つッ」\n凛「（なんてこと！彼の心は、彼が踊るダンスそのもの…。本当に、快楽と解放のことしか考えていないのね）」\n凛「（それに引き換え、私は…人の心を覗き見て、汚い汚いと思いつつ、また覗いてしまう…。）」\n凛「（なんという醜悪な行為…一番醜い心を持っているのは、もしかして…私、なのでは…？）」\nカルロス「はははは！もっとリズムを！もっと…！オレ！オーレ！」\n凛「（ダンスは魂の解放…。まさに彼はそれを体現している。私もあんな風に踊れたらいいのに…）」
141,128,61,真取 凛,46,カルロス 翔,127,,ハートヴォイス,59,3,"凛「〜♪」
カルロス「オーレ！いい踊りだ！レィディの魂の鼓動！見せてもらったぜ！」
凛「嫌だ、恥ずかしい…見られてたなんて…」
カルロス「何を恥ずかしがる！？どんなジャンルにも当てはまらない、君だけのダンスだ。ブラボー！」
凛「…本当にそう思ってくれているようね…」
カルロス「レィディには人の心が見えるんだって？ははは！俺もさ！　一緒に踊れば、魂は共鳴する！」
凛「…共鳴…？」
カルロス「そうさ！薄皮一枚だけ剥いだ声なんか聞くな！身体の奥底から滾るものの！音と！リズムを感じろよ！」
凛「…どうしたらいいの？」
カルロス「踊れよ！さっきみたいにな！」
凛「……こう？」
カルロス「いいね…！美しいステップだ。…オーレ！」",凛「〜♪」\nカルロス「オーレ！いい踊りだ！レィディの魂の鼓動！見せてもらったぜ！」\n凛「嫌だ、恥ずかしい…見られてたなんて…」\nカルロス「何を恥ずかしがる！？どんなジャンルにも当てはまらない、君だけのダンスだ。ブラボー！」\n凛「…本当にそう思ってくれているようね…」\nカルロス「レィディには人の心が見えるんだって？ははは！俺もさ！　一緒に踊れば、魂は共鳴する！」\n凛「…共鳴…？」\nカルロス「そうさ！薄皮一枚だけ剥いだ声なんか聞くな！身体の奥底から滾るものの！音と！リズムを感じろよ！」\n凛「…どうしたらいいの？」\nカルロス「踊れよ！さっきみたいにな！」\n凛「……こう？」\nカルロス「いいね…！美しいステップだ。…オーレ！」
142,129,165,真取 凛+,124,見嶋 千里+,,,眼か耳か,60,1,"千里「オイ！！あんた…人の心が読めるってほんと？」
凛「（ビクッ…何なの、この人…恐い…）」
千里「イヤ〜すごいね？便利だね！何でも知りたい放題じゃないの。羨ましい限りだヨ」
凛「（この人の心、あまり覗きたくない…こちらが侵食されてしまいそう…）」
凛「…何をそんなに知りたいっていうの！」
千里「全〜部さ！何が好きで、何が嫌いで、何処をどうしたらどうなるのか…俺は人の心の設計図が見たいんだヨ」
凛「そんなもの、知らないほうがいい。少なくとも私は知りたくなかった！」
千里「おほっ！能力者ゆえの悩み…みたいな演出、しちゃってんの？」
千里「自惚れんじゃねえよ。どいつもこいつも一皮向けば糞袋だって、んなこたぁ最初から分かってる事だろーが！」
凛「くっ…」
千里「ヒヒッハハ！私は違うって顔したねぇ！？なるほど君はそういう人かあ！」
凛「ひとつ、私が思っていることを教えてあげる。私、あなたのこと、嫌いよ。早く消えて頂戴」
千里「ヒヒッハハ！貴重な情報提供、どうもぉ〜」",千里「オイ！！あんた…人の心が読めるってほんと？」\n凛「（ビクッ…何なの、この人…恐い…）」\n千里「イヤ〜すごいね？便利だね！何でも知りたい放題じゃないの。羨ましい限りだヨ」\n凛「（この人の心、あまり覗きたくない…こちらが侵食されてしまいそう…）」\n凛「…何をそんなに知りたいっていうの！」\n千里「全〜部さ！何が好きで、何が嫌いで、何処をどうしたらどうなるのか…俺は人の心の設計図が見たいんだヨ」\n凛「そんなもの、知らないほうがいい。少なくとも私は知りたくなかった！」\n千里「おほっ！能力者ゆえの悩み…みたいな演出、しちゃってんの？」\n千里「自惚れんじゃねえよ。どいつもこいつも一皮向けば糞袋だって、んなこたぁ最初から分かってる事だろーが！」\n凛「くっ…」\n千里「ヒヒッハハ！私は違うって顔したねぇ！？なるほど君はそういう人かあ！」\n凛「ひとつ、私が思っていることを教えてあげる。私、あなたのこと、嫌いよ。早く消えて頂戴」\n千里「ヒヒッハハ！貴重な情報提供、どうもぉ〜」
143,130,65,黄賀 友美,56,生方 すみれ,,,ガールズセイバーバンド,61,1,"友美「お!　なんや、すみれも来とったんやな！　浮かない顔してるやん？ なんかあったん？　」
すみれ「あったもなにもないよ！　ここどこ！？　なんで私……！？」
友美「あれやろ？異空間ってやつやろここ？　すごいよなぁー！　こんなマンガみたいなことあるんやなぁ。笑えるわ〜」
すみれ「学校もサークルもあるのに……。どうしよう。どうしよう、友ちゃん！私、私……　」
友美「あんた、ホンマに真面目で心配性やなぁ。そんなんは帰ってから考えたらええねん！ほらハンカチ、涙でとるで！」
すみれ「だって……」
友美「だってやあらへん！きっと大丈夫やって！私がおるやろ？小さいころから、2人でいろんなこと乗り越えてきたやん」
すみれ「友ちゃん……」
友美「敵ぶっ飛ばしてあっち帰ろう、絶対！思いっきり楽器ならしたったらええんやって！　ウチがついてる！な？」
すみれ「うん……うん……っ！　私、やるよ！絶対がんばるから！友ちゃん、ありがとう……」
友美「よっし！　笑顔が出たらもう平気や。さあ、いくでーーー！！」",友美「お!　なんや、すみれも来とったんやな！　浮かない顔してるやん？ なんかあったん？　」\nすみれ「あったもなにもないよ！　ここどこ！？　なんで私……！？」\n友美「あれやろ？異空間ってやつやろここ？　すごいよなぁー！　こんなマンガみたいなことあるんやなぁ。笑えるわ〜」\nすみれ「学校もサークルもあるのに……。どうしよう。どうしよう、友ちゃん！私、私……　」\n友美「あんた、ホンマに真面目で心配性やなぁ。そんなんは帰ってから考えたらええねん！ほらハンカチ、涙でとるで！」\nすみれ「だって……」\n友美「だってやあらへん！きっと大丈夫やって！私がおるやろ？小さいころから、2人でいろんなこと乗り越えてきたやん」\nすみれ「友ちゃん……」\n友美「敵ぶっ飛ばしてあっち帰ろう、絶対！思いっきり楽器ならしたったらええんやって！　ウチがついてる！な？」\nすみれ「うん……うん……っ！　私、やるよ！絶対がんばるから！友ちゃん、ありがとう……」\n友美「よっし！　笑顔が出たらもう平気や。さあ、いくでーーー！！」
