text_id,card_id,chara_name,text,type,type_note
470,61,真取 凛,,7,強化ベース
471,61,真取 凛,私は、あなたに出会ったことで、すこし考え方が変わってきた気がする%pあなたみたいな人間もいるんだっていうことを知ったから。%pもっと知れば、もっと変わるのかしら…,4,親愛度max
472,61,真取 凛,自然界のエネルギーが体に流れ込んでくる…！,5,変身
473,62,狭間 真字女,石コロ相手なら、そこそこやれるんだけどねぇ〜wow恐いよ恐いよ〜？,6,バトル
474,62,狭間 真字女,今度はジュエルマスターちゃんの力借りてるしねえ？綺麗に変身できなきゃ嘘でしょ？ってワケでトパーズよ、力を示せよぉ！,5,変身
475,62,狭間 真字女,,7,強化ベース
476,62,狭間 真字女,,8,強化素材
477,62,狭間 真字女,やーやージュエルマスターちゃん元気しててるかーい?:何かあったらこの真字女サンに相談しなよ?超・親身に聞くからサ?:ひははは！やぁーやっぱ人生真面目に生きないとダメだよねぇ??,1,挨拶
478,62,狭間 真字女,Oh?凄いね凄いね?浄化凄いね?僕もそれやりたかったよぉ??羨ましいナ〜:星喰いの雑魚が群がってきたよ?ひははは！怖いね怖いね〜:真面目に頑張ってますよー,2,浄化時
479,62,狭間 真字女,それにしてもマスターちゃんの浄化の力は一体何処から来てるのかねぇ〜？%pなかなか凄い能力だよなそれは。それって修行とかしたりした？それともある日突然目覚めちゃった系？%pぼかぁ結構頑張ったんだぜ。インドくんだりまで行って軽く悟り開いたりお腹壊しちゃったりしてね？%pそれでもチョッピリ見聴きができるようになっただけ！。悟りも帰国したらすぐ閉じちゃった★%pあ、でも小銭稼ぎには役に立ったか。お陰で逆恨み買っちゃったりもしたけどもね！ひはははは！,4,親愛度max
480,62,狭間 真字女,マスターちゃんも僕ほどじゃないにしろ真面目だねぇ〜？そうだよ人間真面目が一番だよウンウンウン:僕は君が好きだぜ〜？はははは。ほんとさー,3,親愛度up
481,63,柱間 黄太,っち、ダチもいるっつうのに。…めんどくせぇ事してくれるぜ,6,バトル
482,63,柱間 黄太,おお？何これ？めんどくせぇー。とりあえず変身っと。,5,変身
483,63,柱間 黄太,,7,強化ベース
484,63,柱間 黄太,,8,強化素材
485,63,柱間 黄太,ん、おっす・・・・:めんどくさい…が、やるならやる。半端はしねえ:・・・割にテンションたけえやつが多いよな:みんな元気有り余ってんなぁ…,1,挨拶
486,63,柱間 黄太,浄化浄化っと:仕事はちゃんとするぜ。けど、めんどくせぇはめんどくせぇだろ:デケエのが来たな？ったく、しゃあねえな…！,2,浄化時
487,63,柱間 黄太,・・・アンタのせいでめんどくせえ事この上ねえ。%pだから頼むぜ、ここまでやってんだから最後までやり遂げてくれよ%pめんどくせえが、つまらなくは、ない。ダチ共々よろしく頼むわ,4,親愛度max
488,63,柱間 黄太,どうよ少し打ち解けてきたろ？,3,親愛度up
489,64,真波 金魚,すごい光…。いよいよ私の番が来たんだね。行くよ？変身！！,5,変身
490,64,真波 金魚,よし、今日も頑張れる！みんなと一緒ならもっと頑張れる！！:私ね、君達に会えて、本当に良かったって思ってるんだよ。,3,親愛度up
491,64,真波 金魚,このあたりの景色は、まるで海みたいだね。%p海って言えば昔、父親に連れられて潮干狩りに行ったことを思い出すなあ…%pそのときは、食べられないような小さい貝しか取れなかったんだけどね…%pここらへん掘ったら何か出てくるかな？%pちょっと二人で掘ってみない？意外と星宝がゴロゴロ出てくるかもよ…？,4,親愛度max
492,64,真波 金魚,笑う門には福来る！一日一回は笑いたいよね:金魚の貯金箱には大分ジェムが溜まったよ。君はどう？,1,挨拶
493,64,真波 金魚,こういうときこそ「助け合いの精神」を大切にしなきゃね。:よし、大丈夫！こっちの守りは完璧だよ。:大丈夫、失敗してないよ！少なくとも失敗はしてない！,2,浄化時
494,64,真波 金魚,,7,強化ベース
495,64,真波 金魚,,8,強化素材
496,64,真波 金魚,敵さんも懲りないね〜…:こりゃ、ガツンと行くしかなさそうだね,6,バトル
497,65,黄賀 友美,うちと遊ぼうっての？そんなにやっすい女じゃないで！,6,バトル
498,65,黄賀 友美,ひゃぁ！なにこれ！？めっちゃ光ってる！？うわ、うちどないなってるんやろ！？,5,変身
499,65,黄賀 友美,,7,強化ベース
500,65,黄賀 友美,,8,強化素材
501,65,黄賀 友美,おっと、お出かけかいな！ドラムスティック持ってこー:ストレス発散にいっちょ叩きますか！:もう出るんやな?もうちっとドラム練習したかったのにー,1,挨拶
502,65,黄賀 友美,ごっつい光やなー。浄化って、見てるとテンションあがるわ:さっさと終わらせるで。帰って、ドラム練習したいねん,2,浄化時
503,65,黄賀 友美,最近のあんたの頑張りには驚くわー。どんだけ張り切んねん！%p私も負けてられへんな！%pライブも近いし、練習がてら、ガンガン戦お！期待、しとって！,4,親愛度max
504,65,黄賀 友美,あんた、思ったよりすごいやん！まあ、ちと頼りないけどね。ん？一言多いって？すみれにも、良くいわれるわ。ははは,3,親愛度up
505,67,空野 翼,聞いてくださいよマスターさん！うちのお父さんね、雑貨屋やってるんですけど、もう毎日毎日石ばっか磨いているんですよ%pそれかと思うと変なファンタジー小説とか読みふけっちゃって、石には魔力があるんだよ翼…とか言ってニコニコしてるんです！%pもーそんなんだから良い人も見つからないんですよ、まったくもう%pいやいやいや、父想いとか、そんなんじゃないですよ〜！%pただね…お父さんが再婚してくれないと、私も安心してお嫁にもいけないな、なーんて%p…彼氏も居ないのにね〜。そっちのほうが問題ですよね〜。あはは！………笑うところですよ！？,4,親愛度max
506,67,空野 翼,これが浄化なんだね…すごい…！:お手伝い、いっきま〜す！,2,浄化時
507,67,空野 翼,すごい光！ついに私の番が来たんだね！よーし、空野翼、変身しま〜す！,5,変身
508,67,空野 翼,今、パワーストーンでブレスレット作ってるの。完成したらマスターさんにあげる！,3,親愛度up
509,67,空野 翼,,7,強化ベース
510,67,空野 翼,,8,強化素材
511,67,空野 翼,楽しいことばかりじゃ済まされないよね！:ひぇ〜、強そうな相手だな〜,6,バトル
512,67,空野 翼,楽しいな〜。お父さんは困ってるみたいだけど…:今日もみんな会えて、嬉しいな〜！,1,挨拶
513,68,子代 風信,くぅ…おっかない場所に来てしまったなあ…:塔子さんは、あ、いや、紫水先生は居るんですか?:まさか研究室が異世界に繋がってるなんて…,1,挨拶
514,68,子代 風信,いやいやいや無理ムリ無理！！…でも…塔子さんのためなら……！！,5,変身
515,68,子代 風信,うわっ、これ何？僕もやるわけ？:ちょっと気分が悪くなってきたよ…,6,バトル
516,68,子代 風信,浄化?非科学的だなあ。……そんなの今更か:あーもー、分かった、分かった、やりますよ！:虫みたいなのが来た！っくう、苦手なんだよ！,2,浄化時
517,68,子代 風信,冷静に考えると、僕ってあのまま君たちと会えなかったら危なかったよね？うーん、ぞっとするなあ%p僕はね大学では先生の元で素材研究を手伝ってたんだ。そう、研究者なんだよ僕は%pだからあんまり荒事は得意じゃないんだ。というか、運動自体が苦手なんだよね…%pそんな僕がセイバーって…たしか救世主って意味だろう？自分で言うのも何だけど、およそ似つかわしくないな…%pでも僕も男だからね。女性を守れるぐらいは…いざとなったら盾になれるぐらいにはなりたいよ%p君達と一緒に居たら、僕も強くなれるだろうか…,4,親愛度max
518,68,子代 風信,あんまり役に立ててないかもしれないけれど、頑張るよ:力じゃかなわないかもしれないけど、分析なんかは結構得意なんだよ。僕も役に立てるかな？,3,親愛度up
519,68,子代 風信,,7,強化ベース
520,68,子代 風信,,8,強化素材
521,69,天王寺 良威,…！？この 光は……ははははっ……ついに 時は 来たか…！！！！オオオオォオ！！！,5,変身
522,69,天王寺 良威,"お主の 働き…他の 誰にも 真似できまい…%p
このまま いけば…わしの野望も お主次第では…早急に叶う だろう%p
邪魔者は わしらに任せて 精進するがいい…%p
例え…我が息子や娘が…立ち塞がろうと な",4,親愛度max
523,69,天王寺 良威,ここは わしに 任せるが 良い…:手短に 頼むぞ…時は 金なり…だ:浄化か…イレギュラー だな,2,浄化時
524,69,天王寺 良威,ふむ…。本日も 宜しく頼む…:お主の力 頼りに しているぞ…,1,挨拶
525,69,天王寺 良威,ふむ…お主 近頃良い 動きをするな:わしが 思う以上に 力を持っているということか…:実に良い…。この調子で 頼むぞ ジュエルマスター殿,3,親愛度up
526,69,天王寺 良威,まだまだ 老いては おらぬぞ…:ふむ…いくら で手を 引く？ 金なら ある,6,バトル
527,69,天王寺 良威,,7,強化ベース
528,69,天王寺 良威,,8,強化素材
529,70,村崎 十織,再生するけど、痛いものは痛いんだぜ！？,6,バトル
530,70,村崎 十織,あの馬鹿にもらった守護石…この力を更に引き出してみせる！いくぞ…タンザナイト！僕に力を！,5,変身
531,70,村崎 十織,,7,強化ベース
532,70,村崎 十織,,8,強化素材
533,70,村崎 十織,浄化だろ？やれやれ行くかぁ:無理に仲良くしようとしなくても良いんじゃないかなー:仮面だらけの星喰いを見つけたら、教えてくれよ,1,挨拶
534,70,村崎 十織,その浄化って、僕のタンザナイトに使ったらどーなるのかな？…成仏とか？:やれやれ、はやく済ませて先にいこーよ:世界を救う旅か…キャラじゃないんだけどなあ,2,浄化時
535,70,村崎 十織,突然押しかけたのに、文句も言わずに受け入れてくれてありがとな%pほんとは家で一人で静かに閉じこもってるのが、僕は性にあってるんだ%pけどまあゾンビにされてのほほんと生きてるわけにもいかないからなあ%p柄にもなく頑張ってるのはワケがあるってことさ。…まあ最近は君たちと行動するのも、嫌じゃないけどね,4,親愛度max
536,70,村崎 十織,君って不思議なやつだよな。どんな素性か分からなくても大体受け入れるもんな。まあ、助かってるけどさ,3,親愛度up
537,71,戸帳 夕紀,これがあなたの目的なんですよね。私も頑張ってサポートします！:こんなに綺麗になるなんて、驚きです,2,浄化時
538,71,戸帳 夕紀,すごい光！何が起こっているの？…私、私…変わっちゃう！,5,変身
539,71,戸帳 夕紀,ちょっと怖いけど、頑張ります:足手まといにはなりたくない…！,6,バトル
540,71,戸帳 夕紀,,7,強化ベース
541,71,戸帳 夕紀,少し、慣れてきました。あなたが色々教えてくれるから助かってます。,3,親愛度up
542,71,戸帳 夕紀,最初のうちは、なんで自分がこんな目にあうんだろう…って思ってました。%pでも最近は、結構楽しかったりします。%p一緒なら頑張れる気がするの,4,親愛度max
543,71,戸帳 夕紀,疲れてないですか?無理しないでくださいね:みなさん大丈夫でしょうか…。えっ、私?私は…大丈夫…です…。ありがとうございます。,1,挨拶
544,71,戸帳 夕紀,,8,強化素材
545,72,神楽 蒼子,この姿では出せる力にも限りがありますが…この程度の相手なら…,6,バトル
546,72,神楽 蒼子,瑠璃の星宝石の力！時の摂理をも曲げる魔力を今見せましょう…力よここに、星宝転生…！,5,変身
547,72,神楽 蒼子,,7,強化ベース
548,72,神楽 蒼子,,8,強化素材
549,72,神楽 蒼子,今晩は。マスター。浄化に赴くなら私も同行を許して頂けますか?:こう見えて、貴方より長生きしているんです。無駄な事にね…:貴方を導いた者達…彼らの事は私も知っていますよ…,1,挨拶
550,72,神楽 蒼子,星喰い達が集まっている…。が、この程度なら変身するまでもありません:先は長いですよ。ゆっくりと進みましょう？:…貴方の願いには、興味がありますね…:それが浄化ですか…前にはなかった話ですね…,2,浄化時
551,72,神楽 蒼子,貴方を見ていると、かつての仲間の姿を思い出します。%pいや、貴方はそれ以上の才気があるかもしれません…浄化、その力は貴方だけの特別な力です%pセイバーの統括者、ジュエルマスターはこれまでも幾人も存在していました%pしかし浄化の力、それはこれまでにはなかった要素です。少なくとも、私は知りません%p…彼らは何を考えているのでしょうか…？,4,親愛度max
552,72,神楽 蒼子,人は存外脆いものでもあります。貴方が道を誤らぬ様、私は力を尽くしましょう,3,親愛度up
553,73,[神託]青蓮院 司,あなたは石の力をよく知っていらっしゃる…『星読み』の神官になる素質があるかもしれませね,3,親愛度up
554,73,[神託]青蓮院 司,わたくしたちが行っているのは、人類を救う崇高なミッション。%p私には弟がいましたが、彼は悪魔の囁きに負け、正しき道から外れてしまいました%p私は、貴方には正しき道を歩んで頂きたい…。いえ、あなたは歩まねばならぬのです%pさあ、共に参りましょう。心配することはありません。わたくしたちには星宝石の加護があるのですから,4,親愛度max
555,73,[神託]青蓮院 司,,7,強化ベース
556,73,[神託]青蓮院 司,,8,強化素材
557,73,[神託]青蓮院 司,我らに星宝石の御加護があらんことを…:これは正義の戦いなのです…！,6,バトル
558,73,[神託]青蓮院 司,時が満ちたようですね…。すべては星宝石の御心のままに！,5,変身
559,73,[神託]青蓮院 司,私欲を捨て、石の声に耳を傾けなさい…:星宝石に…そして人の世に…光あれ…,1,挨拶
560,73,[神託]青蓮院 司,星宝石よ…その大いなる栄光を称えましょう…:わたくしたちは迷える子羊…星宝石よ…その力にて我らを正しき道へと導きたまえ…,2,浄化時
561,74,青蓮院 尊,ここに来て、君や、仲間に出会って…。心揺さぶられるような瞬間が沢山あるよ:仲間って、いいものだな。初めて知ったよ,3,親愛度up
562,74,青蓮院 尊,この光を見ていると…嫌な思い出が蘇るよ…:聴こえなくなったあの声…もしかして…,2,浄化時
563,74,青蓮院 尊,僕は兄さんを救う…！世界を変えてみせる…！,5,変身
564,74,青蓮院 尊,兄は洗脳されているんだ…！:兄思いの弟?そんな生易しいものではないよ…:僕は僕の責任を果たさなきゃいけないんだよ…,1,挨拶
565,74,青蓮院 尊,,7,強化ベース
566,74,青蓮院 尊,,8,強化素材
567,74,青蓮院 尊,戦うたびに自分の非力さを思い知らされる…。,6,バトル
568,74,青蓮院 尊,教団の行う儀式は色々だが、『御神体』と呼ばれる石から信託を受けるのが神官の主たる仕事だ。%p僕はある日、ふと『石が喋るなんて、変だ』と思ってしまったんだよ。%p石の正体を探っていることがバレて、父さんの怒りをかってしまった。%pそして僕は神官としての能力を奪われ、破門されてしまったんだ%p…石が喋るのは、常識的に考えて変…だって？%pあはは、ありがとう。一人でも僕を肯定してくれる人がいると思うと、励まされるよ,4,親愛度max
569,75,藍馬 蘭,そっちに行ってはだめ。危険よ。…私には分かるの:この世界なら、少しの間なら自分で歩けます。邪魔にはならないわ:人の欲望が作りし光景か。きっと私の願いも映し出しているのでしょうね,2,浄化時
570,75,藍馬 蘭,私はお兄様を解き放たなければいけない。お母様、私に力を貸して…戦う力を！,5,変身
571,75,藍馬 蘭,そうねお母様…ここではお母様の声が、よく聞こえるわ:身体を自由に動かせる事って、こんなに嬉しい事なのね:私を連れて行って下さい。足手纏いにはならないから…,1,挨拶
572,75,藍馬 蘭,敵意を読む事ぐらいしかできないけれど…皆さんをサポートします！,6,バトル
573,75,藍馬 蘭,足手纏いにはなりたくないの。必ず、皆の役に立ってみせます:私の力が、仲間の力になるなら…こんなに嬉しい事は、他にはないわ,3,親愛度up
574,75,藍馬 蘭,何も成さず、何者にもならず、私は果てて行くのだろう…そう思っていました%pしかしこの世界なら、私にも出来ることがある。こんなに嬉しい事は無いわ%p私が生まれてきた意味も、少しはあったと思えるもの…%pこの旅もきっと何時かは終わる。それまでの間、どうぞよろしくお願いします,4,親愛度max
575,75,藍馬 蘭,,7,強化ベース
576,75,藍馬 蘭,,8,強化素材
577,76,百知 瑠璃,意外とマスターさんも被写体としてアリですよ！撮ってあげますですよ？漏れ無く心霊写真になりますけどもー:ふっふっふ。マスターさん、わたしに美少女を紹介してくれるなら、私はあなたの下僕になり付き従いましょう！,3,親愛度up
578,76,百知 瑠璃,はいマスターさん。今日も良い写真が撮れましたよー。記念に差し上げます！%pほらほら見てください。このマスターさんの腹ちら具合を、マニア受けしそうです。こっちも良いアングルで撮れるです%pただし、背後に黒い影が写りこんでますけどね！フッフッフ……%pくそう、今度こそは、幽霊が写ってない最高の一枚を撮ってみせるですよー！今に見てろですよ！,4,親愛度max
579,76,百知 瑠璃,わぁっ、眩しい！誰が写真を撮っているですか！？わたし、撮られるのは御免被りますですよー！？,5,変身
580,76,百知 瑠璃,んぬぬ…戦いですか。カメラ大丈夫ですかね,6,バトル
581,76,百知 瑠璃,んふふ。わたしのスローガンは一日一撮ですよ。今日もヨロシクお願いしますですよ:こんにちはジュエルマスターさん。さぁ、新たな被写体探しに行きましょう！,1,挨拶
582,76,百知 瑠璃,いい！いいですよそのポーズ！！浄化シーン頂きましたー:ここの人たちは美少女ばっかりでたまらないですよー！:ふふふ、撮っても撮っても心霊写真ばっかり…シクシク,2,浄化時
583,76,百知 瑠璃,,7,強化ベース
584,76,百知 瑠璃,,8,強化素材
585,77,神崎 メメ（瞳）,ニャー？（こいつら引っ掻いたら煮干くれるニャ？）:ニャニャニャー！（噛んで組んで猫キックコンボニャー！）,6,バトル
586,77,神崎 メメ（瞳）,ニャニャ？ニャニャー！（うにゃ！？吾輩のためにキラキラの貯めてくれたニャ？そんニャ、いいとこ見せてやるニャー！）,5,変身
587,77,神崎 メメ（瞳）,,7,強化ベース
588,77,神崎 メメ（瞳）,,8,強化素材
589,77,神崎 メメ（瞳）,ニャニャー（吾輩は猫であるニャー）:ニャニャニャニャン（吾輩は猫だが、名前はあるニャ）:実は喋れるニャ,1,挨拶
590,77,神崎 メメ（瞳）,ニャー（気ままに進むニャ）:ニャニャー（キラキラが一杯だニャー）:ニャニャン！（力が戻れば人間にも化けれるニャ！）,2,浄化時
591,77,神崎 メメ（瞳）,ニャニャニャー（何時も煮干をありがとニャ。マスター。なんなら膝の上で寝てやっても良いんニャよ）%pニャニャン（けれど、これは、こーニャには秘密だニャ。こーニャ？吾輩の飼い主だニャ。残念イケメンニャ）%pニャッハッハ（あいつは嫉妬ぶかいんニャ。困ったものニャ。そんで馬鹿なんだニャ。ニャッハッハ）,4,親愛度max
592,77,神崎 メメ（瞳）,ニャー？（煮干くれるニャ？こーニャの次くらい良い人ニャねー）,3,親愛度up
593,78,弦間 鷹人,やれやれ、暴力の現場は久しぶりだ。…鷹の目を使いますよ,6,バトル
594,78,弦間 鷹人,この身は我が主のために捧げるもの。玲那お嬢様、弦間は力を得ますよ…ホークアイよ私に力を！,5,変身
595,78,弦間 鷹人,,7,強化ベース
596,78,弦間 鷹人,,8,強化素材
597,78,弦間 鷹人,私めにできることなら何なりとお申し付け下さい:マスターと呼ぶ事は控えさせて頂きます。私の主人はただ一人ゆえ:目が…疼きますな…,1,挨拶
598,78,弦間 鷹人,その光、石の浄化だけでなく我らを呼ぶ力がある様ですな:石の化け物たちが寄ってきましたよ。如何なさいますか？:面妖と言うに相応しき光景ですな。お嬢様が喜びそうだ,2,浄化時
599,78,弦間 鷹人,貴方は星の石に何を願うのですか？%p浄化と引替えに願いを叶えさせる約束を取り付けたのでしょう？この鷹目、その程度のことであれば見通せます%p 勿論、それは当然の報酬でしょうな。恥ずることなどありませんよ%pしかし、年寄りの小言と聞き流して頂きたいのですが…願いとは己の力をもって叶えるからこそ、高い価値を持つのかもしれませんよ%p人から与えられた結果で、貴方程の人物が果たして満足できるでしょうか？%p私は、貴方にはもっと高い場所へ昇って頂きたいと思っております…,4,親愛度max
600,78,弦間 鷹人,我が主程ではありませんが、貴方にも大きな可能性が視えます。私はその可能性が花開く様を見たいのです,3,親愛度up
601,79,弦間 弥虎,お前は何がしたいのだ？本気で世界の平和なんぞ願っているわけではないだろう？まあ、儂は闘う場さえあればそれでいいがな,3,親愛度up
602,79,弦間 弥虎,ぬっ…？右眼が疼く…！カカカ！そうか、これが貴様の力かジュエルマスター！良いさ、力をくれるというのなら貰ってやる！来い！,5,変身
603,79,弦間 弥虎,カカカ！丁度腹が減っておった所だ。さぁ喰ってやる！,6,バトル
604,79,弦間 弥虎,ふん、石の化物か。変身なぞせんでも、やりようは幾らでもある…！:脆弱脆弱！何が星喰いだ！こちらが喰い足りんわ！:浄化？勝手にするがいい。敵がいるなら、それでいい！,2,浄化時
605,79,弦間 弥虎,力が必要なら任せておけ。人も化物も蹴散らしてやるわ:老いてもこの弥虎、衰えた覚えはない。儂を使え…！:闘争こそが我が人生の全て。ここはおあつらえ向きの世界だ！,1,挨拶
606,79,弦間 弥虎,,7,強化ベース
607,79,弦間 弥虎,,8,強化素材
608,79,弦間 弥虎,貴様は本気で世界を救う事を願っているのか？正気か？%pふん、貴様が一番食えんやつだ。その言葉、真か偽かこの魔眼にも映らんとはな…%pまあ良い。貴様と共に居れば儂には闘争の日々が約束される。それには間違いがない！%pもっと願えよジュエルマスター！平和だろうが闘争だろうが、貴様が願うところに暴力は訪れるのだからな！,4,親愛度max
609,80,黒破 軍司,やれやれ、自分で暴力を振るった事はあまり無いんだがな,6,バトル
610,80,黒破 軍司,願いと引き換えに欲望を食う石…お前の正体もそれか？…食えるものならば食ってみるがいいさ。さあ…来い…！,5,変身
611,80,黒破 軍司,,7,強化ベース
612,80,黒破 軍司,,8,強化素材
613,80,黒破 軍司,市場を荒らされ些か不愉快な思いもあった。助力は惜しまんよ:顧客を潰すような商売に何の得がある?解せんな…:石の価値は希少性と美しさだ。魔力なんぞ尾ひれがついたに過ぎん:…絶景だな。俺の人生もまだまだ意外性に冨むね,1,挨拶
614,80,黒破 軍司,どこぞのロマンチストが星の数と願いの数を比べていたな。ならば敵の数も然り、だな:需要があれば供給する。敵も私も変わりはせん:私のオニキスまで浄化しないでくれよ?これでも気に入っているんだ:成る程。呪いの石の供給源はここか,2,浄化時
615,80,黒破 軍司,私は宝石商をやっていてね、商売柄魔力を持つ石なんてのはよく耳にはしていたんだ%pこのブラックオニキスはどちらかといえば、呪いの石…だな。ついた曰くも一つ二つではない%pはじめは単なる偶然にオカルト話の尾ひれがついただけだと思っていたんだがね%pこの世界と君の事を知った後ではそうとも言えなくなってしまったな%p…この呪いの石が何をもたらすのか、今は楽しみだよ,4,親愛度max
616,80,黒破 軍司,まあ、少し楽しくなってきたよ:君とは向こうの現場でも会ってみたいね,3,親愛度up
617,81,幾叉 まどか,5分だけなら話してやるよ:楽しい話なら聞いてやるよ,3,親愛度up
618,81,幾叉 まどか,アタシは力を手に入れるよ。誰のためでもない、アタシ自身のために！,5,変身
619,81,幾叉 まどか,アンタの友達になった覚えはない！:ふん…,1,挨拶
620,81,幾叉 まどか,えっ？疲れてないか…だって？%p気安く話しかけるなって言ってるだろ！%p……ちょくしょう、アンタは、いつも、いつも…%p何で優しいんだよ！バカヤロー！,4,親愛度max
621,81,幾叉 まどか,これって、アタシにとってどういうメリットがあるわけ?:勝手にやってろ！,2,浄化時
622,81,幾叉 まどか,まあアタシは、そこらへんの男よか強いけどさぁ…:めんどくせーな,6,バトル
623,81,幾叉 まどか,,7,強化ベース
624,81,幾叉 まどか,,8,強化素材
625,82,口縄 明沙,あなた、なかなか面白い人ね。見ていて飽きないわ:運命に真っ向から歯向かうものだけが、真実を得ることができる。あなたになら、それができるかもしれない…,3,親愛度up
626,82,口縄 明沙,さあ、あなたの力を見せてみて…。恐がらなくていいのよ…:ああ…素敵。とても美しいわ…,2,浄化時
627,82,口縄 明沙,何？騒々しいわね。ちょっと黙ってくれないかしら…,6,バトル
628,82,口縄 明沙,今日はどこに行くのかしら？楽しみだわ。:私、派手かしら？でも、この格好が一番しっくりくるのよ,1,挨拶
629,82,口縄 明沙,,7,強化ベース
630,82,口縄 明沙,,8,強化素材
631,82,口縄 明沙,感じる……力の息吹を！ ああ、その力…私に…！,5,変身
632,82,口縄 明沙,運命に抗ったもののみ、隠された真実を手にできる……%pしかしそれには犠牲を伴うことも多いわ%pあなたも、屍を積み上げ、踏みしだきながら進むことになるかもしれないわよ？%pそれでも進むというのなら…私の力、貸してあげるわ,4,親愛度max
633,83,虹見 彩火,あんたは、少なくとも不正を働くタイプじゃないみたいね:ふん…。今日は怒鳴らないでいてあげるわ,3,親愛度up
634,83,虹見 彩火,こんなことがまかり通るなんて…。っざけんじゃねーわよーーー！:許せん、絶対許せん！！,6,バトル
635,83,虹見 彩火,まったく…どうしようもないんだから…%pえっ？ああ、昼にちょっと色々あってね…思い出しただけで腹が立つ…%pいつもと同じ様子だから気にするな、だと！？ ふざけたこと言いやがって…ふん…%p私だってちょっとは優しい顔できるんだぞ？ほれ！二カッ！%p逆に恐い、だって！？ふ、ふ、ふざけんなーーーっ！,4,親愛度max
636,83,虹見 彩火,世の中ってほんとに腐ってる:世界なんて、むしろ一回爆発したほうが良いのかもしんないな:何かムシャクシャするなあ、いこうぜマスター！,1,挨拶
637,83,虹見 彩火,体中が熱い…！燃える…燃えちゃうよぉぉぉぉぉ！！！！！,5,変身
638,83,虹見 彩火,,7,強化ベース
639,83,虹見 彩火,,8,強化素材
640,83,虹見 彩火,私たちの街を守るためなら、手伝うよ。:あんたの言ってることに嘘偽りはないんだよね?なら手伝ってやるよ！:心配ないよ。喧嘩にゃなれてるんだ,2,浄化時
641,84,吾妻 晴子,うっ…ああっ…胸が…苦しい…くぅ…っ,5,変身
642,84,吾妻 晴子,ここには本より面白いものがあるようだ,3,親愛度up
643,84,吾妻 晴子,ここには本屋はないようだ…:今日もファンタジィ続行のようだ…,1,挨拶
644,84,吾妻 晴子,こやつらは兵法も知らぬようだ…,6,バトル
645,84,吾妻 晴子,浄化完了のようだな,2,浄化時
646,84,吾妻 晴子,,7,強化ベース
647,84,吾妻 晴子,私は、ずっと ”違う世界” に行きたいと思っていた%pその夢がかなって本当に嬉しい…,4,親愛度max
648,84,吾妻 晴子,,8,強化素材
649,85,[闇薙]黒伏 曜子,あなたは不思議な人ね。話していると少し、穏やかになれるわ…,3,親愛度up
650,85,[闇薙]黒伏 曜子,,8,強化素材
651,85,[闇薙]黒伏 曜子,ダイヤの浄化には関わりたくないわ…。見たくもない:戦うのは私1人で十分よ:こんな雑魚には用が無いのよ。アイツはもっと大きく強かった…,2,浄化時
652,85,[闇薙]黒伏 曜子,もっと力が、力が必要なのよ…邪魔しないで！,6,バトル
653,85,[闇薙]黒伏 曜子,………やっぱりあなたは不思議な人ね。復讐ばかり口にする女を、恐ろしいとは思わないのかしら%p…私の両親もそういう人達だったわ。ちょっと抜けているところもあったけど、何でも話せる２人だった。%p優しい人たちだったのよ。周りからはお人好しだって言われてたわ。それで痛い目だって見ることもあって、私は,4,親愛度max
654,85,[闇薙]黒伏 曜子,,7,強化ベース
655,85,[闇薙]黒伏 曜子,私は星喰いが憎い。私の人生を奪った奴らが…！:この中に青いダイヤを持っている人はいないでしょうね？:復讐を遂げるためなら、私は何だってするわ…,1,挨拶
656,85,[闇薙]黒伏 曜子,黒曜石が脈動している…そうだ、力をよこせ！私に復讐を遂げる刃を！,5,変身
657,86,若草 友樹,キミって、いい人だね！なんだかイイ友達になれそうだよ:キミって真っ直ぐな人だね。世の中には裏のある人間だって、いるんだよ？心配だな,3,親愛度up
658,86,若草 友樹,キミってなんにでも真剣なんだね。そういう所、ボクは好きだよ！%pキミとだったら、もう少し仲良くなってもいいかなー？%pでもさ、キミはどうかな。どんなボクを知っても、嫌いにならないかな？%p…ははっまあとにかく、ボクと仲良くしてくれるかな？,4,親愛度max
659,86,若草 友樹,なに？ ボクと遊んでくれるのかな？,6,バトル
660,86,若草 友樹,凄い…これが石のパワーなんだね！ もっと力を…力をちょうだい…！ボクはあいつらに負けたくない！,5,変身
661,86,若草 友樹,やぁ！今日は何をしようか？:今日こそ本当の両親にあえるかな?,1,挨拶
662,86,若草 友樹,わぁ、キレイだね！ ……人間もこんな風に浄化できたらいいのにね:あの光、ボクの心の奥も見透かすのかな……:また一つ浄化されたね！ これで目的に近づいたかな？,2,浄化時
663,86,若草 友樹,,7,強化ベース
664,86,若草 友樹,,8,強化素材
665,87,夏野 太陽,あなたには、人を動かす力があるようですね%p【誠意や真心から出たことばや行動は、それ自体が尊く相手の心を打つもの】%p松下幸之助の言葉は本当だったと、あなたを見ていると思います%p私にできることがあれば、なんでも言ってください,4,親愛度max
666,87,夏野 太陽,いつもお疲れさまです。私ができることがあったら、言ってくださいね。お力添えさせてください:キミには、才能を感じます。自分を信じて進んでください。応援していますよ。,3,親愛度up
667,87,夏野 太陽,おぉ、石が…なんという光……。ははは、私にもこんな感情があるんですね…！変身！,5,変身
668,87,夏野 太陽,うーん、しがないサラリーマンに戦闘が可能だろうか…？,6,バトル
